env,seed,lam,lam_min_hat,lam_star,lam_over_lam_min,a_decoy,action_chosen,is_safe_action,achieved_return_irr_twin
Env1_DoorKey-Lava,2,0.30000000000000004,0.08987177555299686,0.09,3.338089162632509,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.35000000000000003,0.08987177555299686,0.09,3.8944373564045933,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.4,0.08987177555299686,0.09,4.450785550176678,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.45,0.08987177555299686,0.09,5.007133743948763,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.5,0.08987177555299686,0.09,5.563481937720847,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.55,0.08987177555299686,0.09,6.119830131492932,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.6000000000000001,0.08987177555299686,0.09,6.676178325265018,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.65,0.08987177555299686,0.09,7.232526519037101,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.7000000000000001,0.08987177555299686,0.09,7.788874712809187,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.75,0.08987177555299686,0.09,8.34522290658127,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.8,0.08987177555299686,0.09,8.901571100353356,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.8500000000000001,0.08987177555299686,0.09,9.45791929412544,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.9,0.08987177555299686,0.09,10.014267487897525,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,0.9500000000000001,0.08987177555299686,0.09,10.57061568166961,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.0,0.08987177555299686,0.09,11.126963875441694,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.05,0.08987177555299686,0.09,11.683312069213779,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.1,0.08987177555299686,0.09,12.239660262985865,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.1500000000000001,0.08987177555299686,0.09,12.79600845675795,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.2000000000000002,0.08987177555299686,0.09,13.352356650530036,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.25,0.08987177555299686,0.09,13.908704844302118,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.3,0.08987177555299686,0.09,14.465053038074203,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.35,0.08987177555299686,0.09,15.021401231846287,N,E,True,0.5904900000000002
Env1_DoorKey-Lava,2,1.4000000000000001,0.08987177555299686,0.09,15.577749425618373,N,E,True,0.5904900000000002
